Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019]
Population growth (annual %),SP.POP.GROW,Nepal,NPL,1.6539802386854,1.83733707688441
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.583933408920832,0.585724460318329
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,1.31466608833004,1.30803110002856
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,0.977703457051805,1.55772774722449
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,1.25535796724705,1.22957367676273
Population growth (annual %),SP.POP.GROW,Niger,NER,3.81686919885997,3.79366815330185
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.58654585214901,2.5648418857943
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,0.564156497878011,0.585463293020077
Population growth (annual %),SP.POP.GROW,Norway,NOR,0.660090844249,0.675061373245644
Population growth (annual %),SP.POP.GROW,Oman,OMN,3.44511796571903,2.96831339383564
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,2.05587986968414,2.02921486315548
Population growth (annual %),SP.POP.GROW,Palau,PLW,0.554390332143348,0.562440574980858
Population growth (annual %),SP.POP.GROW,Panama,PAN,1.69258054975119,1.65178689075561
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,1.97476017811245,1.95367908220702
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,1.28784451697628,1.26516727108041
Population growth (annual %),SP.POP.GROW,Peru,PER,1.71824651729878,1.61615719697585
Population growth (annual %),SP.POP.GROW,Philippines,PHL,1.39613428041081,1.36399467911631
Population growth (annual %),SP.POP.GROW,Poland,POL,-0.000200132782838419,-0.0102073030655774
Population growth (annual %),SP.POP.GROW,Portugal,PRT,-0.160104021146769,-0.140172576776066
Population growth (annual %),SP.POP.GROW,Puerto Rico,PRI,-4.0483910336329,0.0106465459574109
Population growth (annual %),SP.POP.GROW,Qatar,QAT,2.06868446561438,1.79528505056432
Population growth (annual %),SP.POP.GROW,Romania,ROU,-0.587536174086448,-0.597497124413531
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,-0.0130668924028892,-0.0722343781903799
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2.6440088912302,2.60765264493972
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.397464519045097,0.491828866926665
Population growth (annual %),SP.POP.GROW,San Marino,SMR,0.337998424249194,0.221745970085152
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,1.88421735403656,1.89076332349799
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,1.79887529985771,1.67311172870933
Population growth (annual %),SP.POP.GROW,Senegal,SEN,2.78193167027988,2.74974740844133
Population growth (annual %),SP.POP.GROW,Serbia,SRB,-0.546351968633598,-0.540353661727366
Population growth (annual %),SP.POP.GROW,Seychelles,SYC,0.954291917891324,0.887925293341637
Population growth (annual %),SP.POP.GROW,Sierra Leone,SLE,2.13664820752458,2.10907525200416
Population growth (annual %),SP.POP.GROW,Singapore,SGP,0.469704298714121,1.14428330688929
Population growth (annual %),SP.POP.GROW,Sint Maarten (Dutch part),SXM,0.196976475763271,0.194134259307588
Population growth (annual %),SP.POP.GROW,Slovak Republic,SVK,0.138508159611326,0.13397129785832
Population growth (annual %),SP.POP.GROW,Slovenia,SVN,0.362584395134764,0.67528080839474
Population growth (annual %),SP.POP.GROW,Solomon Islands,SLB,2.61013377594308,2.56538506367278
Population growth (annual %),SP.POP.GROW,Somalia,SOM,2.83176765182727,2.85560211622181
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,1.35769728766652,1.33861739063304
Population growth (annual %),SP.POP.GROW,South Sudan,SSD,0.595441569950834,0.782224434404954
Population growth (annual %),SP.POP.GROW,Spain,ESP,0.437982993728698,0.594469675339612
Population growth (annual %),SP.POP.GROW,Sri Lanka,LKA,1.04839295829763,0.611875945764341
Population growth (annual %),SP.POP.GROW,St. Kitts and Nevis,KNA,0.757999915891058,0.725797379770302
Population growth (annual %),SP.POP.GROW,St. Lucia,LCA,0.514822933775617,0.494134202023454
Population growth (annual %),SP.POP.GROW,St. Martin (French part),MAF,1.9072966556036,1.9611076778355
Population growth (annual %),SP.POP.GROW,St. Vincent and the Grenadines,VCT,0.348123621752864,0.343298993403754
Population growth (annual %),SP.POP.GROW,Sudan,SDN,2.39226526455048,2.39143403307158
Population growth (annual %),SP.POP.GROW,Suriname,SUR,0.958587768978366,0.929879177652127
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,1.01179839738944,1.04530919354082
Population growth (annual %),SP.POP.GROW,Sweden,SWE,1.16164515996039,1.07758038117856
Population growth (annual %),SP.POP.GROW,Switzerland,CHE,0.736633975172522,0.708089212766107
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,-0.952015451839186,0.964511740097553
Population growth (annual %),SP.POP.GROW,Tajikistan,TJK,2.45346505862171,2.39054628853621
Population growth (annual %),SP.POP.GROW,Tanzania,TZA,2.98167411522997,2.95168167328042
Population growth (annual %),SP.POP.GROW,Thailand,THA,0.3154482592337,0.283426556156345
Population growth (annual %),SP.POP.GROW,Timor-Leste,TLS,1.96810074007246,1.96383558319426
Population growth (annual %),SP.POP.GROW,Togo,TGO,2.44590420703926,2.42033520841497
Population growth (annual %),SP.POP.GROW,Tonga,TON,1.16865776085892,1.24898706310596
Population growth (annual %),SP.POP.GROW,Trinidad and Tobago,TTO,0.417170468699778,0.367347659660472
Population growth (annual %),SP.POP.GROW,Tunisia,TUN,1.14582776626243,1.11364374282179
Population growth (annual %),SP.POP.GROW,Turkey,TUR,1.49044486780679,1.33926035058318
Population growth (annual %),SP.POP.GROW,Turkmenistan,TKM,1.6064157574868,1.54638921755068
Population growth (annual %),SP.POP.GROW,Turks and Caicos Islands,TCA,1.47100807081477,1.38686044820971
Population growth (annual %),SP.POP.GROW,Tuvalu,TUV,1.20641379268569,1.19203277256267
Population growth (annual %),SP.POP.GROW,Uganda,UGA,3.72138730033183,3.55574052888872
Population growth (annual %),SP.POP.GROW,Ukraine,UKR,-0.466425620896808,-0.533355282042411
Population growth (annual %),SP.POP.GROW,United Arab Emirates,ARE,1.50389675992433,1.43878044485973
Population growth (annual %),SP.POP.GROW,United Kingdom,GBR,0.605929132212552,0.561255390388033
Population growth (annual %),SP.POP.GROW,United States,USA,0.522337357899676,0.473953539373292
Population growth (annual %),SP.POP.GROW,Uruguay,URY,0.367502622828282,0.359859761032412
Population growth (annual %),SP.POP.GROW,Uzbekistan,UZB,1.73698637655233,1.87736354244626
Population growth (annual %),SP.POP.GROW,Vanuatu,VUT,2.48028072634676,2.43092019311926
Population growth (annual %),SP.POP.GROW,"Venezuela, RB",VEN,-1.78586485636739,-1.23504114644487
Population growth (annual %),SP.POP.GROW,Vietnam,VNM,0.99271637481877,0.960110493934853
Population growth (annual %),SP.POP.GROW,Virgin Islands (U.S.),VIR,-0.27165178086032,-0.323958187523532
Population growth (annual %),SP.POP.GROW,West Bank and Gaza,PSE,2.5330114844554,2.51178246264674
Population growth (annual %),SP.POP.GROW,"Yemen, Rep.",YEM,2.35702251757589,2.30058011389449
Population growth (annual %),SP.POP.GROW,Zambia,ZMB,2.91280100356014,2.89237292696711
Population growth (annual %),SP.POP.GROW,Zimbabwe,ZWE,1.41078272176006,1.41968104561509
Surface area (sq. km),AG.SRF.TOTL.K2,Afghanistan,AFG,652860,..
Surface area (sq. km),AG.SRF.TOTL.K2,Albania,ALB,28750,..
Surface area (sq. km),AG.SRF.TOTL.K2,Algeria,DZA,2381740,..
Surface area (sq. km),AG.SRF.TOTL.K2,American Samoa,ASM,200,..
Surface area (sq. km),AG.SRF.TOTL.K2,Andorra,AND,470,..
Surface area (sq. km),AG.SRF.TOTL.K2,Angola,AGO,1246700,..
Surface area (sq. km),AG.SRF.TOTL.K2,Antigua and Barbuda,ATG,440,..
Surface area (sq. km),AG.SRF.TOTL.K2,Argentina,ARG,2780400,..
Surface area (sq. km),AG.SRF.TOTL.K2,Armenia,ARM,29740,..
Surface area (sq. km),AG.SRF.TOTL.K2,Aruba,ABW,180,..
Surface area (sq. km),AG.SRF.TOTL.K2,Australia,AUS,7741220,..
Surface area (sq. km),AG.SRF.TOTL.K2,Austria,AUT,83879.00390625,..
Surface area (sq. km),AG.SRF.TOTL.K2,Azerbaijan,AZE,86600,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Bahamas, The",BHS,13880,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bahrain,BHR,778.000030517578,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bangladesh,BGD,147630,..
Surface area (sq. km),AG.SRF.TOTL.K2,Barbados,BRB,430,..
Surface area (sq. km),AG.SRF.TOTL.K2,Belarus,BLR,207600,..
Surface area (sq. km),AG.SRF.TOTL.K2,Belgium,BEL,30530,..
Surface area (sq. km),AG.SRF.TOTL.K2,Belize,BLZ,22970,..
Surface area (sq. km),AG.SRF.TOTL.K2,Benin,BEN,114760,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bermuda,BMU,4290,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bhutan,BTN,38393.9990234375,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bolivia,BOL,1098580,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bosnia and Herzegovina,BIH,51210,..
Surface area (sq. km),AG.SRF.TOTL.K2,Botswana,BWA,581730,..
Surface area (sq. km),AG.SRF.TOTL.K2,Brazil,BRA,8515770,..
Surface area (sq. km),AG.SRF.TOTL.K2,British Virgin Islands,VGB,150,..
Surface area (sq. km),AG.SRF.TOTL.K2,Brunei Darussalam,BRN,5770,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bulgaria,BGR,111000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Burkina Faso,BFA,274220,..
Surface area (sq. km),AG.SRF.TOTL.K2,Burundi,BDI,27830,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cabo Verde,CPV,4030,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cambodia,KHM,181040,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cameroon,CMR,475440,..
Surface area (sq. km),AG.SRF.TOTL.K2,Canada,CAN,9984670,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cayman Islands,CYM,260,..
Surface area (sq. km),AG.SRF.TOTL.K2,Central African Republic,CAF,622980,..
Surface area (sq. km),AG.SRF.TOTL.K2,Chad,TCD,1284000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Channel Islands,CHI,197.999992370605,..
Surface area (sq. km),AG.SRF.TOTL.K2,Chile,CHL,756700,..
Surface area (sq. km),AG.SRF.TOTL.K2,China,CHN,9562910,..
Surface area (sq. km),AG.SRF.TOTL.K2,Colombia,COL,1141748.984375,..
Surface area (sq. km),AG.SRF.TOTL.K2,Comoros,COM,1861.00006103516,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Dem. Rep.",COD,2344860,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Rep.",COG,342000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Costa Rica,CRI,51100,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cote d'Ivoire,CIV,322460,..
Surface area (sq. km),AG.SRF.TOTL.K2,Croatia,HRV,56590,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cuba,CUB,109880,..
Surface area (sq. km),AG.SRF.TOTL.K2,Curacao,CUW,..,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cyprus,CYP,9250,..
Surface area (sq. km),AG.SRF.TOTL.K2,Czech Republic,CZE,78870,..
Surface area (sq. km),AG.SRF.TOTL.K2,Denmark,DNK,42920,..
Surface area (sq. km),AG.SRF.TOTL.K2,Djibouti,DJI,23200,..
Surface area (sq. km),AG.SRF.TOTL.K2,Dominica,DMA,750,..
Surface area (sq. km),AG.SRF.TOTL.K2,Dominican Republic,DOM,48670,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ecuador,ECU,256370,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Egypt, Arab Rep.",EGY,1001450,..
Surface area (sq. km),AG.SRF.TOTL.K2,El Salvador,SLV,21040,..
Surface area (sq. km),AG.SRF.TOTL.K2,Equatorial Guinea,GNQ,28050,..
Surface area (sq. km),AG.SRF.TOTL.K2,Eritrea,ERI,117600,..
Surface area (sq. km),AG.SRF.TOTL.K2,Estonia,EST,45340,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ethiopia,ETH,1104300,..
Surface area (sq. km),AG.SRF.TOTL.K2,Faroe Islands,FRO,1396.00006103516,..
Surface area (sq. km),AG.SRF.TOTL.K2,Fiji,FJI,18270,..
Surface area (sq. km),AG.SRF.TOTL.K2,Finland,FIN,338450,..
Surface area (sq. km),AG.SRF.TOTL.K2,France,FRA,549086.9921875,..
Surface area (sq. km),AG.SRF.TOTL.K2,French Polynesia,PYF,4000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Gabon,GAB,267670,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Gambia, The",GMB,11300,..
Surface area (sq. km),AG.SRF.TOTL.K2,Georgia,GEO,69700,..
Surface area (sq. km),AG.SRF.TOTL.K2,Germany,DEU,357580,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ghana,GHA,238540,..
Surface area (sq. km),AG.SRF.TOTL.K2,Gibraltar,GIB,10,..
Surface area (sq. km),AG.SRF.TOTL.K2,Greece,GRC,131960,..
Surface area (sq. km),AG.SRF.TOTL.K2,Greenland,GRL,410450,..
Surface area (sq. km),AG.SRF.TOTL.K2,Grenada,GRD,340,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guam,GUM,540,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guatemala,GTM,108890,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea,GIN,245860,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea-Bissau,GNB,36130,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guyana,GUY,214970,..
Surface area (sq. km),AG.SRF.TOTL.K2,Haiti,HTI,27750,..
Surface area (sq. km),AG.SRF.TOTL.K2,Honduras,HND,112490,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Hong Kong SAR, China",HKG,1110,..
Surface area (sq. km),AG.SRF.TOTL.K2,Hungary,HUN,93030,..
Surface area (sq. km),AG.SRF.TOTL.K2,Iceland,ISL,103000,..
Surface area (sq. km),AG.SRF.TOTL.K2,India,IND,3287259.0625,..
Surface area (sq. km),AG.SRF.TOTL.K2,Indonesia,IDN,1913580,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Iran, Islamic Rep.",IRN,1745150,..
Surface area (sq. km),AG.SRF.TOTL.K2,Iraq,IRQ,435051.9921875,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ireland,IRL,70280,..
Surface area (sq. km),AG.SRF.TOTL.K2,Isle of Man,IMN,570,..
Surface area (sq. km),AG.SRF.TOTL.K2,Israel,ISR,22070,..
Surface area (sq. km),AG.SRF.TOTL.K2,Italy,ITA,301340,..
Surface area (sq. km),AG.SRF.TOTL.K2,Jamaica,JAM,10990,..
Surface area (sq. km),AG.SRF.TOTL.K2,Japan,JPN,377970,..
Surface area (sq. km),AG.SRF.TOTL.K2,Jordan,JOR,89320,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kazakhstan,KAZ,2724901.875,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kenya,KEN,580370,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kiribati,KIR,810,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Dem. People’s Rep.",PRK,120540,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Rep.",KOR,100339.00390625,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kosovo,XKX,..,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kuwait,KWT,17820,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kyrgyz Republic,KGZ,199950,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lao PDR,LAO,236800,..
Surface area (sq. km),AG.SRF.TOTL.K2,Latvia,LVA,64490,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lebanon,LBN,10450,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lesotho,LSO,30360,..
Surface area (sq. km),AG.SRF.TOTL.K2,Liberia,LBR,111370,..
Surface area (sq. km),AG.SRF.TOTL.K2,Libya,LBY,1759540,..
Surface area (sq. km),AG.SRF.TOTL.K2,Liechtenstein,LIE,160,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lithuania,LTU,65286.0009765625,..
Surface area (sq. km),AG.SRF.TOTL.K2,Luxembourg,LUX,2590,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Macao SAR, China",MAC,30.3999996185303,..
Surface area (sq. km),AG.SRF.TOTL.K2,North Macedonia,MKD,25710,..
Surface area (sq. km),AG.SRF.TOTL.K2,Madagascar,MDG,587295,..
Surface area (sq. km),AG.SRF.TOTL.K2,Malawi,MWI,118480,..
Surface area (sq. km),AG.SRF.TOTL.K2,Malaysia,MYS,330345,..
Surface area (sq. km),AG.SRF.TOTL.K2,Maldives,MDV,300,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mali,MLI,1240190,..
Surface area (sq. km),AG.SRF.TOTL.K2,Malta,MLT,320,..
Surface area (sq. km),AG.SRF.TOTL.K2,Marshall Islands,MHL,180,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritania,MRT,1030700,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritius,MUS,2040,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mexico,MEX,1964375,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Micronesia, Fed. Sts.",FSM,700,..
Surface area (sq. km),AG.SRF.TOTL.K2,Moldova,MDA,33850,..
Surface area (sq. km),AG.SRF.TOTL.K2,Monaco,MCO,..,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mongolia,MNG,1564120,..
Surface area (sq. km),AG.SRF.TOTL.K2,Montenegro,MNE,13810,..
Surface area (sq. km),AG.SRF.TOTL.K2,Morocco,MAR,446550,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mozambique,MOZ,786380,..
Surface area (sq. km),AG.SRF.TOTL.K2,Myanmar,MMR,676590,..
Surface area (sq. km),AG.SRF.TOTL.K2,Namibia,NAM,824290,..
Surface area (sq. km),AG.SRF.TOTL.K2,Nauru,NRU,20,..
Surface area (sq. km),AG.SRF.TOTL.K2,Nepal,NPL,147180,..
Surface area (sq. km),AG.SRF.TOTL.K2,Netherlands,NLD,41540,..
Surface area (sq. km),AG.SRF.TOTL.K2,New Caledonia,NCL,18580,..
Surface area (sq. km),AG.SRF.TOTL.K2,New Zealand,NZL,267710,..
Surface area (sq. km),AG.SRF.TOTL.K2,Nicaragua,NIC,130370,..
Surface area (sq. km),AG.SRF.TOTL.K2,Niger,NER,1267000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Nigeria,NGA,923770,..
Surface area (sq. km),AG.SRF.TOTL.K2,Northern Mariana Islands,MNP,460,..
Surface area (sq. km),AG.SRF.TOTL.K2,Norway,NOR,625217.109375,..
Surface area (sq. km),AG.SRF.TOTL.K2,Oman,OMN,309500,..
Surface area (sq. km),AG.SRF.TOTL.K2,Pakistan,PAK,796100,..
Surface area (sq. km),AG.SRF.TOTL.K2,Palau,PLW,460,..
Surface area (sq. km),AG.SRF.TOTL.K2,Panama,PAN,75420,..
Surface area (sq. km),AG.SRF.TOTL.K2,Papua New Guinea,PNG,462840,..
Surface area (sq. km),AG.SRF.TOTL.K2,Paraguay,PRY,406751.9921875,..
Surface area (sq. km),AG.SRF.TOTL.K2,Peru,PER,1285220,..
Surface area (sq. km),AG.SRF.TOTL.K2,Philippines,PHL,300000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Poland,POL,312680,..
Surface area (sq. km),AG.SRF.TOTL.K2,Portugal,PRT,92225.595703125,..
Surface area (sq. km),AG.SRF.TOTL.K2,Puerto Rico,PRI,8870,..
Surface area (sq. km),AG.SRF.TOTL.K2,Qatar,QAT,11610,..
Surface area (sq. km),AG.SRF.TOTL.K2,Romania,ROU,238400,..
Surface area (sq. km),AG.SRF.TOTL.K2,Russian Federation,RUS,17098250,..
Surface area (sq. km),AG.SRF.TOTL.K2,Rwanda,RWA,26340,..
Surface area (sq. km),AG.SRF.TOTL.K2,Samoa,WSM,2840,..
Surface area (sq. km),AG.SRF.TOTL.K2,San Marino,SMR,60,..
Surface area (sq. km),AG.SRF.TOTL.K2,Sao Tome and Principe,STP,960,..
Surface area (sq. km),AG.SRF.TOTL.K2,Saudi Arabia,SAU,2149690,..
Surface area (sq. km),AG.SRF.TOTL.K2,Senegal,SEN,196710,..
Surface area (sq. km),AG.SRF.TOTL.K2,Serbia,SRB,88360,..
Surface area (sq. km),AG.SRF.TOTL.K2,Seychelles,SYC,460,..
Surface area (sq. km),AG.SRF.TOTL.K2,Sierra Leone,SLE,72300,..
Surface area (sq. km),AG.SRF.TOTL.K2,Singapore,SGP,719.000015258789,..
Surface area (sq. km),AG.SRF.TOTL.K2,Sint Maarten (Dutch part),SXM,..,..
Surface area (sq. km),AG.SRF.TOTL.K2,Slovak Republic,SVK,49030,..
Surface area (sq. km),AG.SRF.TOTL.K2,Slovenia,SVN,20675,..
Surface area (sq. km),AG.SRF.TOTL.K2,Solomon Islands,SLB,28900,..
Surface area (sq. km),AG.SRF.TOTL.K2,Somalia,SOM,637660,..
Surface area (sq. km),AG.SRF.TOTL.K2,South Africa,ZAF,1219090,..
Surface area (sq. km),AG.SRF.TOTL.K2,South Sudan,SSD,..,..
Surface area (sq. km),AG.SRF.TOTL.K2,Spain,ESP,505935,..
